date,cardID,merchantID,amount,currency,country,target
165,2016-01-07 21:00:00,66,6,0.7857854370148994,EUR,india,0
165,2016-01-07 21:00:00,73,9,0.1750219975226005,EUR,india,0
165,2016-01-07 21:00:00,82,24,0.7436225640111894,EUR,india,0
165,2016-01-07 21:00:00,86,19,0.23685625648265662,EUR,india,0
165,2016-01-07 21:00:00,90,8,0.6270715016438699,EUR,india,0
166,2016-01-07 22:00:00,23,21,0.7773217440273102,EUR,india,0
166,2016-01-07 22:00:00,26,17,0.851817919875374,EUR,india,0
166,2016-01-07 22:00:00,27,3,0.6149794790125258,EUR,india,0
166,2016-01-07 22:00:00,29,18,0.5869465381003282,EUR,india,0
166,2016-01-07 22:00:00,44,21,0.6167318846620808,EUR,india,0
166,2016-01-07 22:00:00,58,26,0.3166183462946657,EUR,india,0
166,2016-01-07 22:00:00,64,7,0.6736648914730283,EUR,india,0
167,2016-01-07 23:00:00,27,15,0.6374138877441619,EUR,india,0
167,2016-01-07 23:00:00,30,15,0.14238166184930712,EUR,india,0
167,2016-01-07 23:00:00,39,22,0.9479092166473484,EUR,india,0
167,2016-01-07 23:00:00,41,18,0.685794781042938,EUR,india,0
167,2016-01-07 23:00:00,70,26,0.08278676926414907,EUR,india,0
167,2016-01-07 23:00:00,76,18,0.8065972864096231,EUR,india,0
167,2016-01-07 23:00:00,94,0,0.35296961502865287,EUR,india,0
167,2016-01-07 23:00:00,98,25,0.014436155625497271,EUR,india,0
168,2016-01-08 00:00:00,0,2,0.49021677289588483,EUR,india,0
168,2016-01-08 00:00:00,21,16,0.3835147275999601,EUR,india,0
168,2016-01-08 00:00:00,22,22,0.33944364531951565,EUR,india,0
168,2016-01-08 00:00:00,34,12,0.3883103133039384,EUR,india,0
168,2016-01-08 00:00:00,43,25,0.4276542211065101,EUR,india,0
168,2016-01-08 00:00:00,60,11,0.8845729739030437,EUR,india,0
168,2016-01-08 00:00:00,63,25,0.2449320025395869,EUR,india,0
168,2016-01-08 00:00:00,82,7,0.32927161322070375,EUR,india,0
169,2016-01-08 01:00:00,3,17,0.022485719590420783,EUR,india,0
169,2016-01-08 01:00:00,18,13,0.8338698329609561,EUR,india,0
169,2016-01-08 01:00:00,25,17,0.008345133976305763,EUR,india,0
169,2016-01-08 01:00:00,43,9,0.6820590289717497,EUR,india,0
169,2016-01-08 01:00:00,68,8,0.26355675944518797,EUR,india,0
169,2016-01-08 01:00:00,83,2,0.6128089961524233,EUR,india,0
169,2016-01-08 01:00:00,84,20,0.3481816588254144,EUR,india,0
169,2016-01-08 01:00:00,98,7,0.9292907262302281,EUR,india,0
170,2016-01-08 02:00:00,2,14,0.6477663032082752,EUR,india,0
170,2016-01-08 02:00:00,5,25,0.5501765362115492,EUR,india,0
170,2016-01-08 02:00:00,21,4,0.3462714160171746,EUR,india,0
170,2016-01-08 02:00:00,42,18,0.08773012440142858,EUR,india,0
170,2016-01-08 02:00:00,60,0,0.14240187083137368,EUR,india,0
170,2016-01-08 02:00:00,64,19,0.906319441497161,EUR,india,0
170,2016-01-08 02:00:00,75,12,0.8319551542912458,EUR,india,0
171,2016-01-08 03:00:00,4,0,0.6202386204019014,EUR,india,0
171,2016-01-08 03:00:00,11,13,0.021859739490208807,EUR,india,0
171,2016-01-08 03:00:00,14,20,0.3644320491488493,EUR,india,0
171,2016-01-08 03:00:00,47,10,0.9275844572713915,EUR,india,0
171,2016-01-08 03:00:00,52,16,0.3035868040811335,EUR,india,0
171,2016-01-08 03:00:00,53,21,0.6003099138982624,EUR,india,0
171,2016-01-08 03:00:00,58,16,0.2537913878373901,EUR,india,0
171,2016-01-08 03:00:00,72,3,0.721583676321652,EUR,india,0
172,2016-01-08 04:00:00,14,15,0.13358419122169118,EUR,india,0
172,2016-01-08 04:00:00,27,20,0.17551239610090896,EUR,india,0
172,2016-01-08 04:00:00,35,25,0.13429963984998639,EUR,india,0
172,2016-01-08 04:00:00,37,16,0.11619540114964955,EUR,india,0
172,2016-01-08 04:00:00,47,7,0.7856951952397738,EUR,india,0
172,2016-01-08 04:00:00,75,24,0.10121735361428907,EUR,india,0
172,2016-01-08 04:00:00,84,3,0.7739956339476957,EUR,india,0
172,2016-01-08 04:00:00,98,7,0.4276823359889882,EUR,india,0
173,2016-01-08 05:00:00,13,24,0.7690453319301649,EUR,india,0
173,2016-01-08 05:00:00,21,20,0.0094548721974973,EUR,india,0
173,2016-01-08 05:00:00,24,1,0.9705132865095032,EUR,india,0
173,2016-01-08 05:00:00,44,21,0.29061935498326985,EUR,india,0
173,2016-01-08 05:00:00,54,14,0.8308014499257781,EUR,india,0
173,2016-01-08 05:00:00,65,13,0.6491195102443892,EUR,india,0
173,2016-01-08 05:00:00,69,22,0.606769161671951,EUR,india,0
173,2016-01-08 05:00:00,78,8,0.46522704490674105,EUR,india,0
174,2016-01-08 06:00:00,4,11,0.12591994425786834,EUR,india,0
174,2016-01-08 06:00:00,22,8,0.5169631690685161,EUR,india,0
174,2016-01-08 06:00:00,30,27,0.9465131660634185,EUR,india,0
174,2016-01-08 06:00:00,43,1,0.24707411727107254,EUR,india,0
174,2016-01-08 06:00:00,46,2,0.9512402400919937,EUR,india,0
174,2016-01-08 06:00:00,62,23,0.8628720562089087,EUR,india,0
174,2016-01-08 06:00:00,75,25,0.9883950758402168,EUR,india,0
174,2016-01-08 06:00:00,81,26,0.06602577014890576,EUR,india,0
175,2016-01-08 07:00:00,9,10,0.7581933377752129,EUR,india,0
175,2016-01-08 07:00:00,11,21,0.15918590690534384,EUR,india,0
175,2016-01-08 07:00:00,23,17,0.25621731957307337,EUR,india,0
175,2016-01-08 07:00:00,40,25,0.24487063901293837,EUR,india,0
175,2016-01-08 07:00:00,42,7,0.8420587767065789,EUR,india,0
175,2016-01-08 07:00:00,70,27,0.6705885892414392,EUR,india,0
175,2016-01-08 07:00:00,80,18,0.8703713783950137,EUR,india,0
175,2016-01-08 07:00:00,82,27,0.44163833154078713,EUR,india,0
176,2016-01-08 08:00:00,1,19,0.30610863021747214,EUR,india,0
176,2016-01-08 08:00:00,6,16,0.9214183326807884,EUR,india,0
176,2016-01-08 08:00:00,20,8,0.526452955383387,EUR,india,0
176,2016-01-08 08:00:00,26,22,0.051739555157730543,EUR,india,0
176,2016-01-08 08:00:00,36,2,0.728252553150217,EUR,india,0
176,2016-01-08 08:00:00,37,23,0.8317573875106823,EUR,india,0
176,2016-01-08 08:00:00,88,18,0.7578616338523495,EUR,india,0
176,2016-01-08 08:00:00,94,19,0.3343039346740493,EUR,india,0
177,2016-01-08 09:00:00,4,15,0.4338470816320048,EUR,india,0
177,2016-01-08 09:00:00,13,18,0.4599259605817205,EUR,india,0
177,2016-01-08 09:00:00,37,9,0.49622075387268894,EUR,india,0
177,2016-01-08 09:00:00,45,16,0.3387427016257972,EUR,india,0
177,2016-01-08 09:00:00,50,26,0.9805946088701601,EUR,india,0
177,2016-01-08 09:00:00,60,0,0.9242914445827112,EUR,india,0
177,2016-01-08 09:00:00,94,3,0.8255258324838477,EUR,india,0
178,2016-01-08 10:00:00,13,1,0.16300551523029994,EUR,india,0
178,2016-01-08 10:00:00,19,23,0.08112528236601879,EUR,india,0
178,2016-01-08 10:00:00,32,11,0.5852290996490929,EUR,india,0
178,2016-01-08 10:00:00,62,10,0.4286802849217026,EUR,india,0
178,2016-01-08 10:00:00,65,13,0.6314393090211421,EUR,india,0
178,2016-01-08 10:00:00,78,19,0.15949760186181006,EUR,india,0
178,2016-01-08 10:00:00,85,10,0.31774505360057936,EUR,india,0
178,2016-01-08 10:00:00,90,7,0.49997038384324033,EUR,india,0
179,2016-01-08 11:00:00,2,14,0.3214919142831374,EUR,india,0
179,2016-01-08 11:00:00,4,1,0.16542743927982673,EUR,india,0
179,2016-01-08 11:00:00,17,16,0.43763385974901226,EUR,india,0
179,2016-01-08 11:00:00,18,5,0.29655604047480677,EUR,india,0
179,2016-01-08 11:00:00,46,2,0.5624029266009463,EUR,india,0
179,2016-01-08 11:00:00,55,17,0.6004774811103614,EUR,india,0
179,2016-01-08 11:00:00,71,7,0.9589407749474825,EUR,india,0
179,2016-01-08 11:00:00,92,26,0.3163834235871714,EUR,india,0
180,2016-01-08 12:00:00,1,8,0.07506691528025555,EUR,india,0
180,2016-01-08 12:00:00,5,19,0.9459755660821603,EUR,india,0
180,2016-01-08 12:00:00,12,24,0.49477439084385544,EUR,india,0
180,2016-01-08 12:00:00,14,24,0.78952152835396,EUR,india,0
180,2016-01-08 12:00:00,81,3,0.7122132376847915,EUR,india,0
180,2016-01-08 12:00:00,91,16,0.3495552580020356,EUR,india,0
180,2016-01-08 12:00:00,93,1,0.38642849018603853,EUR,india,0
181,2016-01-08 13:00:00,8,23,0.5808394796352383,EUR,india,0
181,2016-01-08 13:00:00,24,0,0.006623987954151533,EUR,india,0
181,2016-01-08 13:00:00,33,25,0.2511401697079717,EUR,india,0
181,2016-01-08 13:00:00,46,6,0.3664635058021225,EUR,india,0
181,2016-01-08 13:00:00,49,12,0.4086960249086782,EUR,india,0
181,2016-01-08 13:00:00,53,23,0.9247544972620556,EUR,india,0
181,2016-01-08 13:00:00,86,18,0.25414181516875944,EUR,india,0
181,2016-01-08 13:00:00,96,25,0.004066839399187394,EUR,india,0
182,2016-01-08 14:00:00,0,18,0.8453610301850909,EUR,india,0
182,2016-01-08 14:00:00,16,18,0.8331432296390539,EUR,india,0
182,2016-01-08 14:00:00,29,15,0.9208049363825288,EUR,india,0
182,2016-01-08 14:00:00,40,1,0.3948462022137619,EUR,india,0
182,2016-01-08 14:00:00,54,16,0.8992547461884521,EUR,india,0
182,2016-01-08 14:00:00,74,14,0.6307498019149824,EUR,india,0
182,2016-01-08 14:00:00,75,17,0.6652260108119473,EUR,india,0
182,2016-01-08 14:00:00,97,21,0.1598373049021894,EUR,india,0
183,2016-01-08 15:00:00,4,11,0.016554828549375622,EUR,india,0
183,2016-01-08 15:00:00,6,22,0.10546665459465432,EUR,india,0
183,2016-01-08 15:00:00,7,11,0.3935073403301147,EUR,india,0
183,2016-01-08 15:00:00,50,9,0.6605361216602902,EUR,india,0
183,2016-01-08 15:00:00,55,20,0.4808084799926311,EUR,india,0
183,2016-01-08 15:00:00,67,6,0.5077905872792976,EUR,india,0
183,2016-01-08 15:00:00,99,6,0.3022518030829964,EUR,india,0
184,2016-01-08 16:00:00,2,11,0.7610832320648154,EUR,india,0
184,2016-01-08 16:00:00,14,17,0.7340458976987477,EUR,india,0
184,2016-01-08 16:00:00,22,2,0.4554530801061052,EUR,india,0
184,2016-01-08 16:00:00,24,18,0.2660507261210857,EUR,india,0
184,2016-01-08 16:00:00,52,8,0.07347754369460291,EUR,india,0
184,2016-01-08 16:00:00,70,5,0.03621130626156355,EUR,india,0
184,2016-01-08 16:00:00,84,24,0.49880253906716066,EUR,india,0
184,2016-01-08 16:00:00,90,11,0.42328998200523804,EUR,india,0
185,2016-01-08 17:00:00,6,22,0.03118750545594029,EUR,india,0
185,2016-01-08 17:00:00,22,21,0.6237200099188194,EUR,india,0
185,2016-01-08 17:00:00,24,23,0.8121811874037931,EUR,india,0
185,2016-01-08 17:00:00,46,10,0.6474221733299097,EUR,india,0
185,2016-01-08 17:00:00,57,18,0.23601815715315033,EUR,india,0
185,2016-01-08 17:00:00,58,12,0.24251600387679295,EUR,india,0
185,2016-01-08 17:00:00,74,1,0.03590411186236453,EUR,india,0
185,2016-01-08 17:00:00,94,22,0.8903700875204394,EUR,india,0
186,2016-01-08 18:00:00,17,13,0.21764503805608015,EUR,india,0
186,2016-01-08 18:00:00,20,19,0.7381427738099741,EUR,india,0
186,2016-01-08 18:00:00,26,23,0.937247890999274,EUR,india,0
186,2016-01-08 18:00:00,33,8,0.664509340985316,EUR,india,0
186,2016-01-08 18:00:00,44,6,0.3370870448051684,EUR,india,0
186,2016-01-08 18:00:00,66,19,0.7488968712305124,EUR,india,0
186,2016-01-08 18:00:00,67,24,0.8929498885830837,EUR,india,0
186,2016-01-08 18:00:00,99,4,0.029856398273357954,EUR,india,0
187,2016-01-08 19:00:00,43,0,0.9812014136614905,EUR,india,0
187,2016-01-08 19:00:00,44,2,0.7676014433565207,EUR,india,0
187,2016-01-08 19:00:00,46,8,0.9137781640990192,EUR,india,0
187,2016-01-08 19:00:00,47,13,0.9113625209277545,EUR,india,0
187,2016-01-08 19:00:00,50,6,0.7019626797983181,EUR,india,0
187,2016-01-08 19:00:00,53,0,0.11866625698956157,EUR,india,0
187,2016-01-08 19:00:00,73,1,0.7914176522536931,EUR,india,0
187,2016-01-08 19:00:00,82,23,0.6796306839820329,EUR,india,0
188,2016-01-08 20:00:00,4,26,0.6824151111131029,EUR,india,0
188,2016-01-08 20:00:00,8,18,0.1195857838826131,EUR,india,0
188,2016-01-08 20:00:00,12,20,0.515191638609007,EUR,india,0
188,2016-01-08 20:00:00,29,22,0.3972803133931282,EUR,india,0
188,2016-01-08 20:00:00,44,2,0.9094563955475726,EUR,india,0
188,2016-01-08 20:00:00,81,12,0.7908723719380949,EUR,india,0
188,2016-01-08 20:00:00,88,20,0.46872474675529374,EUR,india,0
188,2016-01-08 20:00:00,99,11,0.5003824618583125,EUR,india,0
189,2016-01-08 21:00:00,22,27,0.77950432636401,EUR,india,0
189,2016-01-08 21:00:00,29,0,0.24779284509854527,EUR,india,0
189,2016-01-08 21:00:00,45,13,0.4555617808933544,EUR,india,0
189,2016-01-08 21:00:00,55,7,0.5703555600219821,EUR,india,0
189,2016-01-08 21:00:00,64,26,0.1212022245475185,EUR,india,0
189,2016-01-08 21:00:00,88,8,0.6343473679734024,EUR,india,0
189,2016-01-08 21:00:00,92,23,0.14090585058671812,EUR,india,0
189,2016-01-08 21:00:00,97,24,0.36752483583816475,EUR,india,0
190,2016-01-08 22:00:00,2,17,0.5285656975750744,EUR,india,0
190,2016-01-08 22:00:00,10,18,0.2769089085257257,EUR,india,0
190,2016-01-08 22:00:00,33,0,0.8230617622314967,EUR,india,0
190,2016-01-08 22:00:00,43,6,0.4927396992714397,EUR,india,0
190,2016-01-08 22:00:00,71,6,0.5275574399705087,EUR,india,0
190,2016-01-08 22:00:00,76,14,0.37532690982134675,EUR,india,0
190,2016-01-08 22:00:00,90,9,0.03818807840568417,EUR,india,0
191,2016-01-08 23:00:00,4,5,0.4416841082681576,EUR,india,0
191,2016-01-08 23:00:00,16,24,0.44945251658694785,EUR,india,0
191,2016-01-08 23:00:00,33,5,0.6033449205298789,EUR,india,0
191,2016-01-08 23:00:00,35,24,0.8960468152950689,EUR,india,0
191,2016-01-08 23:00:00,46,6,0.7980468901228961,EUR,india,0
191,2016-01-08 23:00:00,59,7,0.8147348419727675,EUR,india,0
191,2016-01-08 23:00:00,89,18,0.24579976094546074,EUR,india,0
191,2016-01-08 23:00:00,98,20,0.5140530681172725,EUR,india,0
192,2016-01-09 00:00:00,13,8,0.35205555624531815,EUR,india,0
192,2016-01-09 00:00:00,15,16,0.821960424649002,EUR,india,0
192,2016-01-09 00:00:00,19,4,0.9228473583864423,EUR,india,0
192,2016-01-09 00:00:00,38,10,0.1692218677016607,EUR,india,0
192,2016-01-09 00:00:00,54,9,0.9601897501375507,EUR,india,0
192,2016-01-09 00:00:00,82,18,0.04389381766965472,EUR,india,0
192,2016-01-09 00:00:00,94,27,0.6153116698553729,EUR,india,0
192,2016-01-09 00:00:00,96,2,0.7029061118310408,EUR,india,0
193,2016-01-09 01:00:00,4,21,0.9962590617589882,EUR,india,0
193,2016-01-09 01:00:00,9,5,0.9519219541943653,EUR,india,0
193,2016-01-09 01:00:00,12,22,0.9066639402690273,EUR,india,0
193,2016-01-09 01:00:00,25,24,0.3685474087679298,EUR,india,0
193,2016-01-09 01:00:00,33,14,0.4196421756265347,EUR,india,0
193,2016-01-09 01:00:00,40,7,0.972018640951283,EUR,india,0
193,2016-01-09 01:00:00,43,1,0.12464869372217968,EUR,india,0
193,2016-01-09 01:00:00,93,25,0.7822401813203673,EUR,india,0
194,2016-01-09 02:00:00,2,6,0.39591789881921635,EUR,india,0
194,2016-01-09 02:00:00,4,17,0.8681527844706634,EUR,india,0
194,2016-01-09 02:00:00,14,2,0.6677429542451357,EUR,india,0
194,2016-01-09 02:00:00,27,3,0.14863261425840624,EUR,india,0
194,2016-01-09 02:00:00,40,26,0.14410228845711526,EUR,india,0
194,2016-01-09 02:00:00,62,8,0.2092900070226169,EUR,india,0
194,2016-01-09 02:00:00,72,17,0.3079511039971792,EUR,india,0
194,2016-01-09 02:00:00,98,1,0.27949433585002037,EUR,india,0
195,2016-01-09 03:00:00,5,17,0.28896387971329063,EUR,india,0
195,2016-01-09 03:00:00,19,26,0.710728004423675,EUR,india,0
195,2016-01-09 03:00:00,25,25,0.5039802928770467,EUR,india,0
195,2016-01-09 03:00:00,42,27,0.009043632751312036,EUR,india,0
195,2016-01-09 03:00:00,84,17,0.9196375160203818,EUR,india,0
195,2016-01-09 03:00:00,87,2,0.5534668482123843,EUR,india,0
195,2016-01-09 03:00:00,92,14,0.2145918947160449,EUR,india,0
195,2016-01-09 03:00:00,97,3,0.5463178668198965,EUR,india,0
196,2016-01-09 04:00:00,4,15,0.6615954895914877,EUR,india,0
196,2016-01-09 04:00:00,5,12,0.8887224075300655,EUR,india,0
196,2016-01-09 04:00:00,53,9,0.5774638421264922,EUR,india,0
196,2016-01-09 04:00:00,59,11,0.7235608107362749,EUR,india,0
196,2016-01-09 04:00:00,66,13,0.4174064985422792,EUR,india,0
196,2016-01-09 04:00:00,71,11,0.5670713227817956,EUR,india,0
196,2016-01-09 04:00:00,78,2,0.7714366479424348,EUR,india,0
196,2016-01-09 04:00:00,84,24,0.047193517010912345,EUR,india,0
197,2016-01-09 05:00:00,2,0,0.014978033285769743,EUR,india,0
197,2016-01-09 05:00:00,6,12,0.7331270715549636,EUR,india,0
197,2016-01-09 05:00:00,19,13,0.005862685719119853,EUR,india,0
197,2016-01-09 05:00:00,23,3,0.7830546174127302,EUR,india,0
197,2016-01-09 05:00:00,26,20,0.10771764396894212,EUR,india,0
197,2016-01-09 05:00:00,53,6,0.4405462566930546,EUR,india,0
197,2016-01-09 05:00:00,91,26,0.11578865869470012,EUR,india,0
197,2016-01-09 05:00:00,99,15,0.873196669446649,EUR,india,0
198,2016-01-09 06:00:00,9,5,0.4121934556459028,EUR,india,0
198,2016-01-09 06:00:00,19,17,0.6827753980757656,EUR,india,0
198,2016-01-09 06:00:00,20,7,0.2672995200344591,EUR,india,0
198,2016-01-09 06:00:00,60,18,0.9526186809424163,EUR,india,0
198,2016-01-09 06:00:00,61,11,0.3817111323006961,EUR,india,0
198,2016-01-09 06:00:00,84,16,0.8817924674728429,EUR,india,0
198,2016-01-09 06:00:00,91,17,0.9605025893673736,EUR,india,0
199,2016-01-09 07:00:00,10,13,0.2966338074065161,EUR,india,0
199,2016-01-09 07:00:00,14,17,0.631647705130431,EUR,india,0
199,2016-01-09 07:00:00,16,5,0.5694283699443333,EUR,india,0
199,2016-01-09 07:00:00,20,26,0.6099720844833294,EUR,india,0
199,2016-01-09 07:00:00,24,9,0.950367062167242,EUR,india,0
199,2016-01-09 07:00:00,43,3,0.6218796983294689,EUR,india,0
199,2016-01-09 07:00:00,61,18,0.7337688742193067,EUR,india,0
199,2016-01-09 07:00:00,92,17,0.18321885430378015,EUR,india,0
200,2016-01-09 08:00:00,6,7,0.6078727500205792,EUR,india,0
200,2016-01-09 08:00:00,19,5,0.7444424875671907,EUR,india,0
200,2016-01-09 08:00:00,24,27,0.05926789387082576,EUR,india,0
200,2016-01-09 08:00:00,31,27,0.5029927199108223,EUR,india,0
200,2016-01-09 08:00:00,42,1,0.39145106865338664,EUR,india,0
200,2016-01-09 08:00:00,56,18,0.680506106692726,EUR,india,0
200,2016-01-09 08:00:00,82,0,0.24735892812709936,EUR,india,0
200,2016-01-09 08:00:00,96,24,0.8171865101361168,EUR,india,0
201,2016-01-09 09:00:00,1,13,0.8282337325889703,EUR,india,0
201,2016-01-09 09:00:00,26,24,0.021051124761369056,EUR,india,0
201,2016-01-09 09:00:00,41,25,0.16057115182119552,EUR,india,0
201,2016-01-09 09:00:00,45,16,0.7913104909306442,EUR,india,0
201,2016-01-09 09:00:00,47,19,0.4002670789522834,EUR,india,0
201,2016-01-09 09:00:00,48,0,0.17710152616263974,EUR,india,0
201,2016-01-09 09:00:00,49,14,0.5652699319475846,EUR,india,0
202,2016-01-09 10:00:00,1,10,0.2975509942377659,EUR,india,0
202,2016-01-09 10:00:00,3,22,0.9964198185986822,EUR,india,0
202,2016-01-09 10:00:00,5,25,0.09195622165430628,EUR,india,0
202,2016-01-09 10:00:00,15,17,0.32263127955122173,EUR,india,0
202,2016-01-09 10:00:00,18,1,0.5560524301146199,EUR,india,0
202,2016-01-09 10:00:00,62,12,0.8899273320138662,EUR,india,0
202,2016-01-09 10:00:00,67,20,0.7241903383366808,EUR,india,0
202,2016-01-09 10:00:00,79,19,0.795542408683964,EUR,india,0
203,2016-01-09 11:00:00,2,18,0.8698784645453678,EUR,india,0
203,2016-01-09 11:00:00,21,6,0.29462669876329184,EUR,india,0
203,2016-01-09 11:00:00,44,19,0.9411829053017222,EUR,india,0
203,2016-01-09 11:00:00,67,26,0.9460421793692124,EUR,india,0
203,2016-01-09 11:00:00,68,0,0.8102288858034912,EUR,india,0
203,2016-01-09 11:00:00,70,1,0.9467575343827658,EUR,india,0
203,2016-01-09 11:00:00,71,13,0.6545082451420919,EUR,india,0
203,2016-01-09 11:00:00,81,2,0.302433661828564,EUR,india,0
204,2016-01-09 12:00:00,11,7,0.8297011223116642,EUR,india,0
204,2016-01-09 12:00:00,28,19,0.281676126775776,EUR,india,0
204,2016-01-09 12:00:00,31,5,0.48251847670820025,EUR,india,0
204,2016-01-09 12:00:00,34,7,0.37281640717443143,EUR,india,0
204,2016-01-09 12:00:00,57,18,0.8196242389953723,EUR,india,0
204,2016-01-09 12:00:00,60,17,0.046805860949791445,EUR,india,0
204,2016-01-09 12:00:00,71,1,0.2093220160574587,EUR,india,0
204,2016-01-09 12:00:00,72,16,0.054125982821403684,EUR,india,0
205,2016-01-09 13:00:00,0,0,0.9807889109528868,EUR,india,0
205,2016-01-09 13:00:00,17,3,0.7375437798041019,EUR,india,0
205,2016-01-09 13:00:00,39,12,0.36051172755648486,EUR,india,0
205,2016-01-09 13:00:00,42,13,0.09967206563661779,EUR,india,0
205,2016-01-09 13:00:00,90,26,0.022929909504911916,EUR,india,0
205,2016-01-09 13:00:00,96,12,0.07210470953602222,EUR,india,0
205,2016-01-09 13:00:00,98,19,0.41333357915694446,EUR,india,0
206,2016-01-09 14:00:00,3,17,0.47664892781799895,EUR,india,0
206,2016-01-09 14:00:00,24,23,0.3643651471290944,EUR,india,0
206,2016-01-09 14:00:00,33,8,0.6110974143280399,EUR,india,0
206,2016-01-09 14:00:00,52,6,0.1465185777958481,EUR,india,0
206,2016-01-09 14:00:00,53,15,0.3329216042880886,EUR,india,0
206,2016-01-09 14:00:00,56,12,0.8303892690164667,EUR,india,0
206,2016-01-09 14:00:00,77,19,0.9540144387240018,EUR,india,0
206,2016-01-09 14:00:00,91,2,0.8641216371424719,EUR,india,0
207,2016-01-09 15:00:00,21,15,0.6024472768900627,EUR,india,0
207,2016-01-09 15:00:00,28,14,0.33091022012228655,EUR,india,0
207,2016-01-09 15:00:00,29,12,0.008146379150443583,EUR,india,0
207,2016-01-09 15:00:00,38,13,0.7074800551006809,EUR,india,0
207,2016-01-09 15:00:00,72,7,0.31698621874067967,EUR,india,0
207,2016-01-09 15:00:00,85,17,0.43270084566570244,EUR,india,0
207,2016-01-09 15:00:00,92,18,0.0718473352648954,EUR,india,0
208,2016-01-09 16:00:00,25,5,0.7322201697495713,EUR,india,0
208,2016-01-09 16:00:00,38,25,0.6036492609821918,EUR,india,0
208,2016-01-09 16:00:00,43,5,0.47551655626678724,EUR,india,0
208,2016-01-09 16:00:00,44,11,0.6659433604333946,EUR,india,0
208,2016-01-09 16:00:00,48,14,0.09173747359202655,EUR,india,0
208,2016-01-09 16:00:00,52,19,0.8216594620928807,EUR,india,0
208,2016-01-09 16:00:00,98,14,0.14711198698618178,EUR,india,0
209,2016-01-09 17:00:00,12,5,0.6544448243240649,EUR,india,0
209,2016-01-09 17:00:00,35,6,0.03760924771412966,EUR,india,0
209,2016-01-09 17:00:00,40,16,0.5628575836440157,EUR,india,0
209,2016-01-09 17:00:00,47,13,0.03501685771998031,EUR,india,0
209,2016-01-09 17:00:00,56,19,0.6475023460715467,EUR,india,0
209,2016-01-09 17:00:00,68,16,0.7513236697642367,EUR,india,0
209,2016-01-09 17:00:00,81,27,0.5383780011347724,EUR,india,0
210,2016-01-09 18:00:00,6,7,0.09682283578422446,EUR,india,0
210,2016-01-09 18:00:00,27,16,0.6246034224131856,EUR,india,0
210,2016-01-09 18:00:00,31,22,0.7373641986575629,EUR,india,0
210,2016-01-09 18:00:00,40,19,0.5476452566254153,EUR,india,0
210,2016-01-09 18:00:00,42,2,0.8584561606872976,EUR,india,0
210,2016-01-09 18:00:00,44,27,0.5183441643926787,EUR,india,0
210,2016-01-09 18:00:00,47,9,0.3766050379195023,EUR,india,0
210,2016-01-09 18:00:00,93,13,0.46648014031521456,EUR,india,0
211,2016-01-09 19:00:00,1,13,0.2942186753514936,EUR,india,0
211,2016-01-09 19:00:00,9,1,0.08031221275013878,EUR,india,0
211,2016-01-09 19:00:00,26,2,0.9906756371069522,EUR,india,0
211,2016-01-09 19:00:00,32,5,0.4814081338139975,EUR,india,0
211,2016-01-09 19:00:00,77,2,0.845937972439891,EUR,india,0
211,2016-01-09 19:00:00,87,26,0.5974529815471799,EUR,india,0
212,2016-01-09 20:00:00,29,15,0.3005917492914095,EUR,india,0
212,2016-01-09 20:00:00,47,9,0.42148144142478583,EUR,india,0
212,2016-01-09 20:00:00,69,18,0.3840449833963552,EUR,india,0
212,2016-01-09 20:00:00,79,17,0.48682941189370477,EUR,india,0
212,2016-01-09 20:00:00,81,2,0.7308220039173663,EUR,india,0
212,2016-01-09 20:00:00,92,12,0.858365275007793,EUR,india,0
213,2016-01-09 21:00:00,4,14,0.7749098480848127,EUR,india,0
213,2016-01-09 21:00:00,12,0,0.2025385245729614,EUR,india,0
213,2016-01-09 21:00:00,15,11,0.1227070001482431,EUR,india,0
213,2016-01-09 21:00:00,23,8,0.9313177947300906,EUR,india,0
213,2016-01-09 21:00:00,43,6,0.5108830233071285,EUR,india,0
213,2016-01-09 21:00:00,47,4,0.18129922710757573,EUR,india,0
213,2016-01-09 21:00:00,78,27,0.9742672046841081,EUR,india,0
213,2016-01-09 21:00:00,94,17,0.8919229583167725,EUR,india,0
214,2016-01-09 22:00:00,13,9,0.6540932074428111,EUR,india,0
214,2016-01-09 22:00:00,16,19,0.2697900272558875,EUR,india,0
214,2016-01-09 22:00:00,20,26,0.4904898501993844,EUR,india,0
214,2016-01-09 22:00:00,73,2,0.9059224963633197,EUR,india,0
214,2016-01-09 22:00:00,79,11,0.08502147710948837,EUR,india,0
214,2016-01-09 22:00:00,87,10,0.11588609179886222,EUR,india,0
214,2016-01-09 22:00:00,89,14,0.6504560204891642,EUR,india,0
215,2016-01-09 23:00:00,14,12,0.5217736195382603,EUR,india,0
215,2016-01-09 23:00:00,16,23,0.7552927105765994,EUR,india,0
215,2016-01-09 23:00:00,17,19,0.977800885127783,EUR,india,0
215,2016-01-09 23:00:00,21,21,0.006550313678096664,EUR,india,0
215,2016-01-09 23:00:00,39,9,0.09059202117829457,EUR,india,0
215,2016-01-09 23:00:00,41,21,0.3424501148316925,EUR,india,0
215,2016-01-09 23:00:00,85,4,0.5825516539836526,EUR,india,0
215,2016-01-09 23:00:00,96,23,0.8072669352671468,EUR,india,0
216,2016-01-10 00:00:00,3,26,0.34582254277465463,EUR,india,0
